CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL1201117	675068	CHEMBL1201117	675068	METHOCARBAMOL	METHOCARBAMOL	241.24	.53	91.01	0	COc1ccccc1OCC(O)COC(=O)N	7770897	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL1201139	675090	CHEMBL1201139	675090	MEGESTROL ACETATE	MEGESTROL ACETATE	384.52	4.58	60.44	0	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)C	7751373	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774691	CHEMBL1909212	B	DRUGMATRIX: Acetylcholinesterase enzyme inhibition (substrate: acetylthiocholine)	15	DrugMatrix			32644	Autocuration	BAO_0000219	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293		
CHEMBL3401237	1831436	CHEMBL3401237	1831436		15l	226.28	2.32	55.57	0	CN(C)C(=O)Oc1cc(CC(C)(C)C)on1	15164431	Ki	=	.44	mM/min		Ki	=	.44	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL3787223	2079227	CHEMBL3787223	2079227		13	284.38	.95	58.64	0	COc1ccc2CC(CCc2c1)NS(=O)(=O)N(C)C	16543700	Ki	=	1.05	nM	8.98	Ki	=	1.05	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1567404	CHEMBL3790087	B	Inhibition of AChE (unknown origin) using acetylcholine iodate as substrate preincubated for 10 mins followed by substrate addition by Lineweaver-Burk plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	98912	CHEMBL3784977	27068142	Bioorg. Med. Chem.	2016	24	10	2318					
CHEMBL3401236	1831435	CHEMBL3401236	1831435		15k	226.28	2.32	55.57	0	CCC(C)Cc1onc(OC(=O)N(C)C)c1	15164430	Ki	=	1.7	mM/min		Ki	=	1.7	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL1669479	1068440	CHEMBL1739462	1118513	AMBENONIUM DICHLORIDE	1	481.47	3.08	58.2	0	[Cl-].[Cl-].C[N+](C)(CCNC(=O)C(=O)NCC[N+](C)(C)Cc1ccccc1Cl)Cc2ccccc2Cl	5195569	Ki	=	5	nM	8.3	Ki	=	.005	uM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	718131	CHEMBL1671584	B	Dissociation constant for enzyme-inhibitor complex of human recombinant AChE by Lineweaver-Burk plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	55390	CHEMBL1667816	21236521	Eur. J. Med. Chem.	2011	46	2	811					
CHEMBL210453	348990	CHEMBL210453	348990		5c	529.77	7.3	63.25	2	COC(=O)[C@]12CC(CC(C=C(C)C1)/C/2=C\C)NCCCCCCCNc3c4CCCCc4nc5ccccc35	1719862	Ki	=	6.4	nM	8.19	Ki	=	6.4	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	362147	CHEMBL862409	B	Inhibition of human AChE	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	31257	CHEMBL1148525	16722663	J. Med. Chem.	2006	49	11	3421					
CHEMBL502	9372	CHEMBL502	9372	DONEPEZIL	Donepezil	379.5	4.36	38.77	0	COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	12622949	Ki	=	7.2	nM	8.14	Ki	=	7.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	935150	CHEMBL2317312	B	Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate after 60 mins by Ellman's method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71897	CHEMBL2311270	23276831	Bioorg. Med. Chem. Lett.	2013	23	3	702					
CHEMBL464538	463219	CHEMBL140020	226754		BW-28C51	406.61	5.33	17.07	1	[Br-].[Br-].C[N+](C)(CC=C)c1ccc(CCC(=O)CCc2ccc(cc2)[N+](C)(C)CC=C)cc1	2341265	Ki	=	10	nM	8	Ki	=	10	10'-9M			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	555809	CHEMBL965669	B	Inhibition of human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	42156	CHEMBL1150386	18479118	J. Med. Chem.	2008	51	11	3154					
CHEMBL502	9372	CHEMBL502	9372	DONEPEZIL	donepezil	379.5	4.36	38.77	0	COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC	3395076	Ki	=	20.5	nM	7.69	Ki	=	20.5	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	646921	CHEMBL1217062	B	Inhibition of AChE	1	Scientific Literature				Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	8	Homologous protein			52159	CHEMBL1212814	20420456	J. Med. Chem.	2010	53	16	5906					
CHEMBL501587	508888	CHEMBL501587	508888		3a	566.82	7.76	58.12	2	CC(=O)N(CCCCNc1c2CCCCc2nc3ccccc13)CCCSc4c5CCCCc5nc6ccccc46	2341293	Ki	=	20.88	nM	7.68	Ki	=	20877	pM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	552457	CHEMBL1002717	B	Inhibition of human recombinant AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	42156	CHEMBL1150386	18479118	J. Med. Chem.	2008	51	11	3154					
CHEMBL3818084	2091416	CHEMBL3818084	2091416		20	347.46	4.27	29.54	0	COc1ccc2C(=O)\C(=C\C3CCN(Cc4ccccc4)CC3)\Cc2c1	16620214	Ki	=	29	nM	7.54	Ki	=	.029	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1586616	CHEMBL3821971	B	Non-competitive inhibition of human erythrocytes AchE using acetylthiocholine iodide as substrate incubated for 20 mins by Lineweaver-Burk plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	99636	CHEMBL3817803	27190595	ACS Med. Chem. Lett.	2016	7	5	470					
CHEMBL3326711	1787531	CHEMBL3326711	1787531		1n	513.64	6.02	93.46	2	COc1ccc2C=C(C(=O)NCCCCCCCNc3c4CCCCc4nc5ccccc35)C(=O)Oc2c1	15013165	Ki	=	55.2	nM	7.26	Ki	=	55.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1447977	CHEMBL3379803	B	Inhibition of human AChE assessed as acetylthiocholine hydrolysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	90667	CHEMBL3352817	25088549	Bioorg. Med. Chem.	2014	22	17	4784					
CHEMBL475161	458514	CHEMBL475161	458514		34	377.48	4.51	38.77	0	COc1cc2C\C(=C/c3cccc(CN4CCCCC4)c3)\C(=O)c2cc1OC	12601998	Ki	=	70.9	nM	7.15	Ki	=	70.9	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL3401218	1831417	CHEMBL3401218	1831417		14m	226.28	1.56	55.45	0	CC(C)CCC1=CC(=O)N(O1)C(=O)N(C)C	15164411	Ki	=	80.9	mM/min		Ki	=	80.9	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL1642977	1057475	CHEMBL1739630	1118681		12	382.64	5.9	7.76	1	[Br-].[Br-].CC(C)(C)c1cc[n+](CCCCCCCC[n+]2ccc(cc2)C(C)(C)C)cc1	5120468	Ki	=	90	nM	7.05	Ki	=	.09	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	699909	CHEMBL1646128	B	Inhibition of human recombinant AChE assessed as dissociation constant for enzyme-inhibitor complex by Lineweaver-Burk plot	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	54696	CHEMBL1641598	21144749	Bioorg. Med. Chem. Lett.	2011	21	1	150					
CHEMBL374184	365247	CHEMBL374184	365247		11	393.49	3.95	86.47	0	CCOC(=O)C1=C(C)Nc2nc3CCCCc3c(N)c2C1c4ccc(OC)cc4	2530027	Ki	=	109	nM	6.96	Ki	=	109	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	497903	CHEMBL1003712	B	Inhibition of human AChE by Lineweaver-Burke plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	47082	CHEMBL1138487	19374444	J. Med. Chem.	2009	52	9	2724					
CHEMBL189517	313662	CHEMBL189517	313662		table 1 ID 41	384.52	3.62	39.41	0	COc1cc2CC(Sc2cc1OC)C(=O)CCc3cc[n+](CC4CC4)cc3	1470989	Ki	=	109.65	nM	6.96	Log Ki	=	-6.96				0				304008	CHEMBL877109	B	Binding affinity towards Acetylcholinesterase	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	21147	CHEMBL1138798	15481986	J. Med. Chem.	2004	47	22	5492					
CHEMBL3401219	1831418	CHEMBL3401219	1831418		14n	224.26	1.31	55.45	0	CN(C)C(=O)N1OC(=CC1=O)CCC2CC2	15164412	Ki	=	144	mM/min		Ki	=	144	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL95	9333	CHEMBL95	9333	TACRINE	tacrine	198.27	2.7	38.91	0	Nc1c2CCCCc2nc3ccccc13	733829	Ki	=	151	nM	6.82	Ki	=	151	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	28781	CHEMBL641691	B	Inhibitory activity of compound against acetylcholinesterase from human erythrocytes	1	Scientific Literature				Autocuration	BAO_0000019	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	8	Homologous protein			17426	CHEMBL1136713	12620072	J. Med. Chem.	2003	46	6	954					
CHEMBL3235219	1733740	CHEMBL3235219	1733740		BDBM50009662	353.42	3.02	75.02	0	O\N=C\C(=O)c1cccnc1OCC2CCN(Cc3ccccc3)CC2	17713316	Ki	=	180	nM	6.75	Ki	=	180	nM	335098		0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640656	CHEMBL3887379	B	Enzyme Inhibition Assay: Accordingly Ki is for uninhibited AChE. The higher the number, the less the native enzyme is inhibited by the reactivator compound, which is what one desires to achieve: reactivation of the inhibited AChE but little inhibition of native enzyme activity.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	8	Homologous protein			102681	CHEMBL3886296			2015								
CHEMBL183394	305649	CHEMBL183394	305649		6	329.53	5.19	58.56	1	CCCCNC(=O)OCCCCCCCCCCCCCCO	1436886	Ki	=	200	nM	6.7	Ki	=	.2	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	302690	CHEMBL876780	B	Inhibition constant for acetylcholinesterase	1	Scientific Literature				Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	8	Homologous protein			20820	CHEMBL1141982	15686892	Bioorg. Med. Chem. Lett.	2005	15	4	951					
CHEMBL2297983	1501577	CHEMBL2297983	1501577		AW00841	462.96	3.81	91.97	0	OC(COc1ccc(cc1)[N+](=O)[O-])CN2CCCN(CC2)c3nc4ccc(Cl)cc4s3	12601986	Ki	=	263.15	nM	6.58	Ki	=	263.15	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL3322142	1784703	CHEMBL3322142	1784703		6c	450.67	5.47	57.26	1	CCN(CCC(=O)NCCCCNc1c2CCCCc2nc3ccccc13)C4CCCCC4	15013275	Ki	=	328	nM	6.48	Ki	=	.328	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1447986	CHEMBL3379812	B	Inhibition of human recombinant AChE assessed as dissociation constant for enzyme-inhibitor-substrate complex by Lineweaver-Burk plot	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	90668	CHEMBL3351824	25089370	J. Med. Chem.	2014	57	16	7073					
CHEMBL564408	563127	CHEMBL564408	563127		27, 1-Acetoxy-2-TBS-lycorine	443.62				CC(=O)O[C@@H]1[C@@H](O[Si](C)(C)C(C)(C)C)C=C2CCN3Cc4cc5OCOc5cc4[C@H]1[C@@H]23	3423610	Ki	=	340	nM	6.47	Ki	=	.34	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	651480	CHEMBL1227597	B	Inhibition of AChE by Ellman's assay	1	Scientific Literature				Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	8	Homologous protein			52370	CHEMBL1221246	20655219	Bioorg. Med. Chem. Lett.	2010	20	17	5290					
CHEMBL541980	302014	CHEMBL541980	302014		3	355.43	3.51	48	0	COc1cc2CC(Oc3cccc(c3)C(C)N(C)C)C(=O)c2cc1OC	12602029	Ki	=	399.71	nM	6.4	Ki	=	399.71	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL180442	302315	CHEMBL180442	302315		13	381.47	4.05	48	0	COc1cc2CC(Oc3ccc(cc3)C(C)N4CCCC4)C(=O)c2cc1OC	12602019	Ki	=	402.85	nM	6.39	Ki	=	402.85	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL187030	313154	CHEMBL187030	313154		S15017	491.54	5.88	79.79	1	FC(F)(F)Oc1ccc(NC(=O)CC2S\C(=N\c3ccc(cc3)C4CCCCC4)\NC2=O)cc1	12601974	Ki	=	896.73	nM	6.05	Ki	=	896.73	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL3819646	2091413	CHEMBL3819646	2091413		16	333.43	3.97	40.54	0	Oc1ccc2C(=O)\C(=C\C3CCN(Cc4ccccc4)CC3)\Cc2c1	16620210	Ki	=	1980	nM	5.7	Ki	=	1.98	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1586616	CHEMBL3821971	B	Non-competitive inhibition of human erythrocytes AchE using acetylthiocholine iodide as substrate incubated for 20 mins by Lineweaver-Burk plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	99636	CHEMBL3817803	27190595	ACS Med. Chem. Lett.	2016	7	5	470					
CHEMBL3401214	1831413	CHEMBL3401214	1831413		14h	226.28	1.87	55.45	0	CCC(CC)C1=CC(=O)N(O1)C(=O)N(C)C	15164407	Ki	=	1990	mM/min		Ki	=	1990	mM/min		Non standard unit for type	0	BAO_0000192			1464963	CHEMBL3404668	B	Inhibition of recombinant human AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	91094	CHEMBL3399922	25684426	Bioorg. Med. Chem.	2015	23	6	1321					
CHEMBL2297982	1501576	CHEMBL2297982	1501576		SEW05768	572.72	5.95	54.26	2	FC(F)(F)c1ccc(nc1)N2CCN(CC2)C3=C(Cl)C(=O)N(N=C3)c4c(Cl)cc(cc4Cl)C(F)(F)F	12601973	Ki	=	2870	nM	5.54	Ki	=	2870	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	931327	CHEMBL3069984	B	Binding affinity to acetylcholinesterase (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71444	CHEMBL3046949		Med Chem Res	2013	22	5	2328					
CHEMBL2297276	1500863	CHEMBL2297276	1500863	KUWANONU	18	438.52	5.75	96.22	1	COc1cc(O)c(cc1C\C=C(/C)\CCC=C(C)C)C2CC(=O)c3c(O)cc(O)cc3O2	12591474	Ki	=	3100	nM	5.51	Ki	=	3.1	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	932823	CHEMBL3071788	B	Inhibition of AChE (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	71534	CHEMBL3045386		Med Chem Res	2013	22	7	3061					
CHEMBL3818230	2091411	CHEMBL3818230	2091411		14	333.43	3.97	40.54	0	Oc1ccc2C\C(=C/C3CCN(Cc4ccccc4)CC3)\C(=O)c2c1	16620208	Ki	=	4224	nM	5.37	Ki	=	4.224	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1586616	CHEMBL3821971	B	Non-competitive inhibition of human erythrocytes AchE using acetylthiocholine iodide as substrate incubated for 20 mins by Lineweaver-Burk plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	99636	CHEMBL3817803	27190595	ACS Med. Chem. Lett.	2016	7	5	470					
CHEMBL496946	493719	CHEMBL496946	493719		3c	452.56	3.89	97.11	0	N[C@@H](Cc1ccc2ccccc2c1)C(=O)NCC(=O)Nc3c4CCCCc4nc5ccccc35	2261635	Ki	=	11190	nM	4.95	Ki	=	11190	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	497074	CHEMBL997710	B	Inhibition of human recombinant AChE	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	45783	CHEMBL1141710	18786825	Bioorg. Med. Chem. Lett.	2008	18	19	5213					
CHEMBL187591	313482	CHEMBL187591	313482		table 1 ID 64	398.59	5.17	18.46	1	COc1cc2CC(CC3CC[N+](C)(Cc4ccccc4)CC3)Sc2cc1OC	1471264	Ki	=	30199.52	nM	4.52	Log Ki	=	-4.52				0				304008	CHEMBL877109	B	Binding affinity towards Acetylcholinesterase	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	21147	CHEMBL1138798	15481986	J. Med. Chem.	2004	47	22	5492					
CHEMBL459258	466458	CHEMBL459258	466458		2	454.52	4.72	116.45	0	COc1cc(ccc1O)[C@H]2Oc3cc(O)c(C\C=C(/C)\CCC=C(C)C)c(O)c3C(=O)[C@@H]2O	10833790	Ki	=	68200	nM	4.17	Ki	=	68.2	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	811772	CHEMBL2014393	B	Mixed type inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate by Lineweaver-Burk double-reciprocal-plot and dixon plot analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein	COesterase	high	61569	CHEMBL2010757	22445674	Bioorg. Med. Chem.	2012	20	8	2595					
CHEMBL242287	391583	CHEMBL242287	391583		20	282.19	3.31	34.14	0	Fc1ccc(C(=O)C(=O)c2ccc(F)cc2F)c(F)c1	1942290	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443530	CHEMBL893787	B	Inhibition of human AChE	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL242722	391588	CHEMBL242722	391588		26	318.17	3.59	34.14	0	Fc1cc(F)c(F)c(c1)C(=O)C(=O)c2c(F)ccc(F)c2F	1942284	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	443530	CHEMBL893787	B	Inhibition of human AChE	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			36499	CHEMBL1147944	17399985	Bioorg. Med. Chem.	2007	15	11	3801					
CHEMBL224884	371659	CHEMBL224884	371659		41	161.16	1.13	46.17	0	Cc1cccc2C(=O)C(=O)Nc12	1829884	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	429506	CHEMBL918629	B	Inhibition of human AChE	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			35258	CHEMBL1144473	17378546	J. Med. Chem.	2007	50	8	1876					
CHEMBL235903	403226	CHEMBL235903	403226		2	284.27	2.46	80.67	0	COc1ccc(cc1)C(=O)C(=O)c2ccc(cc2)C(=O)O	1998143	Ki	>	100000	nM		Ki	>	100000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	451018	CHEMBL900099	B	Inhibition of human acetylcholinesterase 1	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	93	CHEMBL220	SINGLE PROTEIN	P22303	Acetylcholinesterase	Homo sapiens	9	Protein			37157	CHEMBL1138234	17941623	J. Med. Chem.	2007	50	23	5727					
